dataset,model_architecture,task_type,metric,total_training_molecules,total_test_molecules,molecules_attempted,successful_adversarial_generations,generation_success_rate,average_original_prediction,average_adversarial_prediction,cached_datasets_used,blackbox_model_path,success_threshold,epochs_trained,batch_size,learning_rate,lambda_adv,lambda_sim,attack_success_rate,avg_prediction_change,avg_tanimoto_similarity,validity,uniqueness,novelty
delaney,BFGNN,regression,mae,860,108,20,20,1.0,0.295672082901001,0.38498956635594367,True,black_box_model_training/models/delaney_BFGNNMolecularPredictor.pt,0.7,20,128,0.0001,2.0,1.0,0.1,0.2059343472123146,0.6017225756466814,1.0,1.0,0.7
