epoch,total_loss,adversarial_loss,similarity_loss,validity_rate,molecular_change_rate,learning_rate,timestamp
0,1.9319778851100378,0.7854835731642587,0.3610107345240457,0.9799107142857143,98.28561078577123,0.0001,2025-07-03T15:56:36.761630
1,2.1235905374799455,0.7506101982934135,0.6223701792103904,0.969041149068323,94.59958825089474,0.0001,2025-07-03T16:11:39.755990
2,2.4029103347233365,0.7272792032786778,0.94835193668093,0.9899553571428571,90.23391951782426,0.0001,2025-07-03T16:28:17.512000
3,2.5533197266714915,0.6941944786480495,1.1649307693753923,0.985733695652174,87.30639368163656,0.0001,2025-07-03T16:48:50.846802
4,2.824647767203195,0.6988617437226432,1.4269242967878069,0.9921875,83.84808966522817,0.0001,2025-07-03T18:57:15.836705
5,3.3587491852896556,0.703883239201137,1.9509827068873815,0.9921875,77.1403013821642,0.0001,2025-07-03T19:11:32.405325
6,3.7518302713121687,0.7218449371201652,2.3081404141017368,0.9854910714285714,72.54803056450241,5e-05,2025-07-03T19:26:19.602333
7,3.955592223576137,0.7088867596217564,2.5378187724522183,0.9895186335403726,69.58247342193489,5e-05,2025-07-03T19:41:09.055677
8,4.101144688470023,0.6917235510689872,2.7176976885114397,0.9944196428571429,67.2467032216858,5e-05,2025-07-03T19:55:51.120669
9,4.239774567740304,0.6967386433056423,2.846297332218715,0.9866071428571429,65.57996803194632,5e-05,2025-07-03T20:10:21.530916
10,4.40823381287711,0.6585844584873745,3.091064827782767,0.9944196428571429,62.470149427167875,5e-05,2025-07-03T20:25:11.605506
11,4.599585022245135,0.7010151488440377,3.197554656437465,0.9977678571428571,61.10989692864478,5e-05,2025-07-03T20:42:21.657768
12,4.523160253252302,0.6789427740233285,3.1652746200561523,0.9950989906832298,61.47673333415741,2.5e-05,2025-07-03T20:56:17.573522
13,4.618203367505755,0.6889319675309318,3.24033944947379,0.9901979813664596,60.51181347867231,2.5e-05,2025-07-03T21:26:29.583591
14,4.768632752554757,0.6975841777665275,3.373464414051601,0.9939829192546583,58.83322684767426,2.5e-05,2025-07-03T21:40:04.418938
15,4.733433314732143,0.6824921880449567,3.3684488364628384,0.9944196428571429,58.87885544780505,2.5e-05,2025-07-03T21:53:37.658353
