dataset,model_architecture,task_type,metric,total_training_molecules,total_test_molecules,molecules_attempted,successful_adversarial_generations,generation_success_rate,average_original_prediction,average_adversarial_prediction,cached_datasets_used,blackbox_model_path,success_threshold,epochs_trained,batch_size,learning_rate,lambda_adv,lambda_sim,attack_success_rate,avg_prediction_change,avg_tanimoto_similarity,validity,uniqueness,novelty
delaney,BFGNN,regression,mae,1,1,1,1,1.0,0.5473300814628601,0.4383525550365448,True,black_box_model_training/models/delaney_BFGNNMolecularPredictor.pt,0.7,5,4,0.001,1.0,0.01,0.0,0.10897752642631531,0.4090909090909091,1.0,1.0,1.0
