dataset,model_architecture,attack_success_rate,avg_prediction_change,avg_tanimoto_similarity,min_tanimoto_similarity,max_tanimoto_similarity,validity,uniqueness,novelty,successful_attacks,total_attempts,valid_molecules,unique_molecules,novel_molecules,models_tested_for_transferability,GNN_transferability_success_rate,GNN_transferability_avg_change,GREA_transferability_success_rate,GREA_transferability_avg_change,GRIN_transferability_success_rate,GRIN_transferability_avg_change,IRM_transferability_success_rate,IRM_transferability_avg_change,LSTM_transferability_success_rate,LSTM_transferability_avg_change,RPGNN_transferability_success_rate,RPGNN_transferability_avg_change,SMILESTransformer_transferability_success_rate,SMILESTransformer_transferability_avg_change
delaney,BFGNN,0.0,0.10897752642631531,0.4090909090909091,0.4090909090909091,0.4090909090909091,1.0,1.0,1.0,0,1,1,1,1,7,0.0,0.1978301666676998,0.0,0.00012093782424926758,0.0,0.22819027304649353,0.0,0.23694537580013275,0.0,0.20394885540008545,0.0,0.021374434232711792,1.0,0.7749381884932518
